episode,step,height_above_pad,horizontal_error,cam_u,cam_v,corners_in_frame,fully_in_frame,centre_in_frame,px_per_cell,loss_cause,aruco_detected,aruco_pos_err
3,17,0.40158,0.20664,-0.0738,-0.5564,4,True,True,7.02,,True,0.018284991742405752
3,18,0.39497,0.19937,-0.0693,-0.5219,4,True,True,7.17,,True,0.016790073171068273
3,19,0.38854,0.19204,-0.0488,-0.4911,4,True,True,7.07,,True,0.014171763445588455
3,20,0.38209,0.18484,-0.031,-0.5075,4,True,True,7.39,,True,0.014165005180681435
3,21,0.37548,0.17764,-0.0291,-0.5233,4,True,True,7.51,,True,0.014465492273056582
3,22,0.36889,0.1702,-0.04,-0.4943,4,True,True,7.57,,True,0.012272737877596128
3,23,0.36252,0.16261,-0.0459,-0.4564,4,True,True,7.75,,True,0.009731894757186452
3,24,0.35607,0.15507,-0.0551,-0.4535,4,True,True,8.11,,True,0.015446918041080242
3,25,0.34945,0.14757,-0.0827,-0.4501,4,True,True,8.21,,True,0.011930349836394277
3,26,0.34332,0.13996,-0.1034,-0.4041,4,True,True,8.14,,True,0.013629618738685796
3,27,0.33739,0.13244,-0.101,-0.3599,4,True,True,8.33,,True,0.012500618635362394
3,28,0.3311,0.12524,-0.1023,-0.3593,4,True,True,8.64,,True,0.010189388523472039
3,29,0.3246,0.1183,-0.1217,-0.3611,4,True,True,8.69,,True,0.01116236657567898
3,30,0.31852,0.11146,-0.1341,-0.3225,4,True,True,8.8,,True,0.014004751981964717
3,31,0.31248,0.10482,-0.122,-0.2841,4,True,True,8.95,,True,0.012684091683457258
3,32,0.30615,0.09857,-0.1138,-0.2884,4,True,True,9.22,,True,0.011008870732857026
3,33,0.29969,0.09263,-0.1245,-0.296,4,True,True,9.32,,True,0.01034387504783222
3,34,0.29347,0.0868,-0.1264,-0.2648,4,True,True,9.68,,True,0.01062333915516435
3,35,0.28716,0.08115,-0.1019,-0.2343,4,True,True,9.76,,True,0.008768455127279081
3,36,0.28076,0.07587,-0.0821,-0.2456,4,True,True,9.96,,True,0.01048033101564698
3,37,0.27438,0.07089,-0.0896,-0.2591,4,True,True,10.28,,True,0.007797718945673968
3,38,0.26807,0.06599,-0.0946,-0.2348,4,True,True,10.73,,True,0.009673073913895706
3,39,0.2616,0.0612,-0.0747,-0.1712,4,True,True,10.76,,True,0.009469319918627447
3,40,0.25512,0.05702,-0.0626,-0.1177,4,True,True,11.19,,True,0.008624906237789
3,41,0.2486,0.0539,-0.0866,-0.1094,4,True,True,11.54,,True,0.009644266764611924
3,42,0.24221,0.05185,-0.1082,-0.1431,4,True,True,12.1,,True,0.011196655532779579
3,43,0.23604,0.05047,-0.0994,-0.1722,4,True,True,12.2,,True,0.008101340801626082
3,44,0.22985,0.04952,-0.0965,-0.1656,4,True,True,12.27,,True,0.00789900352878528
3,45,0.22339,0.04907,-0.1278,-0.1695,4,True,True,12.87,,True,0.0072012715893282715
3,46,0.21713,0.04908,-0.159,-0.1689,4,True,True,13.43,,True,0.007585696532646633
